localtest\20190607-034443\microsoft-r\r-reference\mrsdeploy\listservices.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\RxOdbcData.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\install\r-server-install-hadoop-troubleshoot.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxdatasource-class.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\operationalize\how-to-manage-access-tokens.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxgetjobinfo.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\deployr\deployr-admin-configure-high-availability.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-spark-connect.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxxdfdata.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\microsoftml\extract-pixels.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxrealtimescoring.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python\quickstart-python-tools.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\operationalize\configure-admin-cli-compute-uris.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxsplitxdf.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-client\compatibility-with-server.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-get-jobs.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\microsoftml\sse-math.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-predict-rx-dtree.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxstepcontrol.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\operationalize\configure-start-for-administrators.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\microsoftml\ensembleControl.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\as.gbm.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxcleanup.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\censusus5pct2000.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\toc.yml.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\microsoftml\drop-columns.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\tutorial-sparklyr-revoscaler.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\how-to-revoscaler-naive-bayes.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-get-partitions.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\airontime87to12.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxserializemodel.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\as.randomForest.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxbtrees.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\microsoftml\mutualinformation-select.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\microsoftml\rxHashEnv.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\operationalize\configure-run-diagnostics.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\deployr\deployr-admin-console-user-accounts.md.xlf,Succeeded,Successful
localtest\20190607-034443\.openpublishing.publish.config.json.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python\tutorial-revoscalepy-pyspark.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\mrsdeploy\request.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxexpression.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revopemar\pemar.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\deployr\deployr-admin-console-about.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxcovcor.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-get-job-info.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\microsoftml\categorical.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\azureml-model-management-sdk\service.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\djiadaily.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\microsoftml\load-image.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxglm.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\microsoftml\getSampleDataDir.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\microsoftml\concat.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\how-to-revoscaler-crosstabs.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxsqlserverdata-class.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\rpe\revorpe-users-guide.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\deployr\deployr-admin-monitoring-events.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\operationalize\python\how-to-deploy-manage-web-services.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\microsoftml\get-sentiment.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\sqlrutils\executestoredprocedure.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\olapr\query.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\how-to-revoscaler-distributed-computing-background-jobs.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\install\r-server-install-supported-platforms.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxforeachdopar.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\what-is-machine-learning-server.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-exec-by.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxcanceljob.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\mrsdeploy\downloadsnapshot.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxcompressxdf.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\install\machine-learning-server-in-the-cloud.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\how-to-revoscaler-decision-forest.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxxdfdata-class.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-privacy-control.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxstopengine.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\deployr\deployr-admin-manage-big-data.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxsparkdata.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\how-to-developer-pemar.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\index.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-set-var-info.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\operationalize\python\quickstart-application-integration-with-swagger.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-client\install-on-windows.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\operationalize\configure-roles.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\censusworkers.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\deployr\deployr-welcome.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-cleanup-jobs.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\mrsdeploy\getremoteobject.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-hadoop-make-dir.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\how-to-revoscaler-boosting.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\revoscaler-hadoop-functions.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxcreatecolinfo.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\operationalize\python\how-to-consume-web-services-async.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxtlcbridge.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\how-to-revoscaler-data-summaries.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\mrsdeploy\remotescript.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\RxHiveData.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\mrsdeploy\putlocalfile.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxxdftotext.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-predict-rx-dforest.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxPredict.rxDForest.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxformula.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-spark-remove-data.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-hadoop-move.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\rebranding-microsoft-r-server.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\how-to-revoscaler-distributed-computing-parallel-jobs.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxpredict.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\install\r-server-install-hadoop-configuration-r-workloads.md.xlf,Succeeded,Successful
localtest\20190607-034443\TransformationProcessReport.csv,Skipped,Skipped - No tranformation required
localtest\20190607-034443\microsoft-r\r\r-samples.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\deployr\deployr-admin-managing-server-policies.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\how-to-revoscaler-data-odbc.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\sqlrutils\storedprocedure.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\microsoftml\loss.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\concept-what-is-the-microsoftml-package.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxinstalledpackages.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxspark-class.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxinstallpackages.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\deployr\deployr-security-https.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\mrsdeploy\summary.serviceDetails.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-cancel-job.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\install\r-server-install-windows-command-line.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\mrsdeploy\loadsnapshot.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\whats-new-in-r-server.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxsqlserverdata.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\microsoftml\rxpredict.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\microsoftml\rxoneclasssvm.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\operationalize\how-to-deploy-web-service-publish-manage-in-r.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxhadoopmr-class.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\resources-glossary.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxgetvarnames.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxlocalparallel.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\tutorial-introduction.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxhdfsconnect.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\tutorial-revoscaler-data-model-analysis.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\how-to-revoscaler-cluster.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\how-to-revoscaler-distributed-computing-distributed-analysis.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\azureml-model-management-sdk\mlserver.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-get-var-names.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxPartition.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\mrsdeploy\listsnapshots.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\docfx.json.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxprivacycontrol.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\concept-what-is-data-transformations.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\microsoftml\resize-image.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\microsoftml\count-select.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\mrsdeploy\getValidatedServiceType.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxoptions.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\olapr\olapconnection.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxhdfsfilesystem.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\install\r-server-install-windows-vm-803-provisioning.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxspssdata-class.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxgetjobresults.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxpingnodes.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\operationalize\configure-admin-cli-encrypt-credentials.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxsparkcachedata.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revopemar\setpemaclass.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\azureml-model-management-sdk\batch.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxremotehadoopmrcall.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\RxOptions.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxresultsdf.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-create-col-info.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\mrsdeploy\updateservice.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\sqlrutils\setinputparametervalue.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxspssdata.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\RxMissingValues.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxsetinfo.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\how-to-revoscaler-data-hdfs.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\azureml-model-management-sdk\batch-response.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revopemar\pemabaseclass.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxdatasource.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-client\install-on-linux.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\revoscaler-defunct.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\microsoftml\adadelta-optimizer.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\what-is-r-client-r-server.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\mrsdeploy\putlocalobject.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\sqlrutils\outputparameter.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\how-to-revoscaler-spark.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\install\r-server-install-teradata-805.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxsortxdf.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\microsoftml\microsoftml-package.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\RxParquetData.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\concept-what-is-sql-server-r-services.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\sample-solutions.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxgetvarinfoxdf.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\how-to-revoscaler-models.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\install\machine-learning-server-linux-install.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxPredict.rxNaiveBayes.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\deployr\deployr-admin-r-package-management.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxlogit.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\install\operationalize-r-server-enterprise-config.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\revoscalepy\rx-list-keys.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\deployr\deployr-security.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoutils\totalsystemmemory.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\microsoftml\rx-neural-network.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\deployr\deployr-installing-configuring.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxfiledata-class.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\revoscaler-teradata-functions.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\python-reference\azureml-model-management-sdk\operationalization.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\install\r-server-install-cloudera-deploy-activate.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxinsqlserver.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxxdffilename.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r\how-to-revoscaler-data-import.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\operationalize\configure-admin-cli-launch.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\microsoftml\logisticregression.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\mrsdeploy\remoteexecute.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\mrsdeploy\putlocalworkspace.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\microsoftml\resizeimage.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\mrsdeploy\ConfigureServicePool.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxlinmod.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\microsoftml\loadimage.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\operationalize\how-to-build-api-clients-from-swagger-for-app-integration.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\operationalize\python\how-to-consume-web-services.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoutils\revoutils.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoutils\readnews.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\deployr\deployr-admin-console-managing-r-scripts.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\mrsdeploy\remotelogin.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\microsoftml\featurizeimage.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxdtree.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoutils\revoinfo.md.xlf,Succeeded,Successful
localtest\20190607-034443\microsoft-r\r-reference\revoscaler\rxhpcserver-class.md.xlf,Succeeded,Successful
